,Unnamed: 0,Sr No.,"Date of Encashment",Name of the Political Party,"Account no. of Political Party",Prefix,"Bond Number",Denominations,"Pay Branch Code",Pay Teller
949,1393,1358,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,6290,10000000,691,2039265
950,1394,1359,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,6301,10000000,691,2039265
951,1395,1360,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,6320,10000000,691,2039265
952,1396,1361,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,6328,10000000,691,2039265
953,1397,1362,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,6330,10000000,691,2039265
954,1398,1363,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,6308,10000000,691,2039265
955,1399,1364,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,6325,10000000,691,2039265
956,1400,1365,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,6312,10000000,691,2039265
957,1401,1366,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,6316,10000000,691,2039265
958,1402,1367,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5271,10000000,691,3627829
959,1403,1368,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5283,10000000,691,3627829
960,1404,1369,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5281,10000000,691,3627829
961,1406,1370,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5273,10000000,691,3627829
962,1407,1371,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5280,10000000,691,3627829
963,1408,1372,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5264,10000000,691,3627829
964,1409,1373,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5272,10000000,691,3627829
965,1410,1374,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5282,10000000,691,3627829
966,1411,1375,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5291,10000000,691,2039265
967,1412,1376,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5300,10000000,691,3627829
968,1413,1377,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5293,10000000,691,2039265
969,1414,1378,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5276,10000000,691,3627829
970,1415,1379,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5279,10000000,691,3627829
971,1416,1380,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5285,10000000,691,3627829
972,1417,1381,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5288,10000000,691,2039265
973,1418,1382,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5287,10000000,691,2039265
974,1419,1383,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5296,10000000,691,3627829
975,1420,1384,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5290,10000000,691,2039265
976,1421,1385,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5275,10000000,691,3627829
977,1422,1386,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5278,10000000,691,3627829
978,1423,1387,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5284,10000000,691,3627829
979,1424,1388,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5269,10000000,691,3627829
980,1425,1389,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5286,10000000,691,2039265
981,1426,1390,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5270,10000000,691,3627829
982,1427,1391,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5289,10000000,691,2039265
983,1428,1392,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5297,10000000,691,3627829
984,1429,1393,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5292,10000000,691,2039265
985,1430,1394,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,6402,10000000,691,3627829
986,1431,1395,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5299,10000000,691,3627829
987,1432,1396,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5265,10000000,691,3627829
988,1433,1397,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5274,10000000,691,3627829
989,1434,1398,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5294,10000000,691,2039265
990,1435,1399,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5298,10000000,691,3627829
991,1436,1400,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5277,10000000,691,3627829
992,1437,1401,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5295,10000000,691,2039265
993,1438,1402,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,6403,10000000,691,3627829
994,1439,1403,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,6405,10000000,691,3627829
995,1440,1404,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,6404,10000000,691,3627829
996,1441,1405,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,6406,10000000,691,3627829
997,1442,1406,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,6407,10000000,691,3627829
998,1444,1407,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,12320,1000000,691,5189071
999,1445,1408,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,12318,1000000,691,5189071
1000,1446,1409,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,6892,1000000,691,5189071
1001,1447,1410,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,6894,1000000,691,5189071
1002,1448,1411,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,6890,1000000,691,5189071
1003,1449,1412,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,6896,1000000,691,5189071
1004,1450,1413,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,6888,1000000,691,5189071
1005,1451,1414,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,12358,1000000,691,5189071
1006,1452,1415,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,12352,1000000,691,5189071
1007,1453,1416,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,12356,1000000,691,5189071
1008,1454,1417,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,12350,1000000,691,5189071
1009,1455,1418,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,12899,1000000,691,5189071
1010,1456,1419,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,12903,1000000,691,5189071
1011,1457,1420,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,12909,1000000,691,5189071
1012,1458,1421,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,12901,1000000,691,5189071
1013,1459,1422,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,12907,1000000,691,5189071
1014,1460,1423,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,12887,1000000,691,5189071
1015,1461,1424,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,12905,1000000,691,5189071
1016,1462,1425,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,12913,1000000,691,5189071
1017,1463,1426,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,12911,1000000,691,5189071
1018,1464,1427,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,12885,1000000,691,5189071
1019,1465,1428,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,83,1000000,691,3771431
1020,1466,1429,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,11217,1000000,691,2039265
1021,1467,1430,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,11219,1000000,691,2039265
1022,1468,1431,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,11210,1000000,691,2039265
1023,1469,1432,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,11213,1000000,691,2039265
1024,1470,1433,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,11215,1000000,691,2039265
1025,1471,1434,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,11216,1000000,691,2039265
1026,1472,1435,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,11211,1000000,691,2039265
1027,1473,1436,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,11218,1000000,691,2039265
1028,1474,1437,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,11212,1000000,691,2039265
1029,1475,1438,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,10806,1000000,691,2039265
1030,1476,1439,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,10862,1000000,691,2039265
1031,1477,1440,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,10861,1000000,691,2039265
1032,1478,1441,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,11282,1000000,691,2039265
1033,1479,1442,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,11290,1000000,691,2039265
1034,1480,1443,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,11284,1000000,691,2039265
1035,1482,1444,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,11281,1000000,691,2039265
1036,1483,1445,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,11283,1000000,691,2039265
1037,1484,1446,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,11288,1000000,691,2039265
1038,1485,1447,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,11277,1000000,691,2039265
1039,1486,1448,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,11285,1000000,691,2039265
1040,1487,1449,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,11287,1000000,691,2039265
1041,1488,1450,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,11289,1000000,691,2039265
1042,1489,1451,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,11028,1000000,691,3627829
1043,1490,1452,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,11026,1000000,691,3627829
1044,1491,1453,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,11016,1000000,691,3627829
1045,1492,1454,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,11024,1000000,691,3627829
1046,1493,1455,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,11022,1000000,691,3627829
1047,1494,1456,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,11012,1000000,691,3627829
1048,1495,1457,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,11030,1000000,691,3627829
1049,1496,1458,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,11014,1000000,691,3627829
1050,1497,1459,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,11020,1000000,691,3627829
1051,1498,1460,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,11018,1000000,691,3627829
1052,1499,1461,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,11032,1000000,691,3627829
1053,1500,1462,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,11050,1000000,691,3627829
1054,1501,1463,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,11044,1000000,691,3627829
1055,1502,1464,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,11042,1000000,691,3627829
1056,1503,1465,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,11036,1000000,691,3627829
1057,1504,1466,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,11034,1000000,691,3627829
1058,1505,1467,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,11046,1000000,691,3627829
1059,1506,1468,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,11040,1000000,691,3627829
1060,1507,1469,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,11048,1000000,691,3627829
1061,1508,1470,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,11038,1000000,691,3627829
1062,1509,1471,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,10911,1000000,691,2039265
1063,1510,1472,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,10912,1000000,691,2039265
1064,1511,1473,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,10913,1000000,691,2039265
1065,1512,1474,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,1034,1000000,691,3771431
1066,1513,1475,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,1027,1000000,691,3771431
1067,1514,1476,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,1031,1000000,691,3771431
1068,1515,1477,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,1040,1000000,691,3771431
1069,1516,1478,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,1038,1000000,691,3771431
1070,1517,1479,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,10902,1000000,691,2039265
1071,1518,1480,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,10904,1000000,691,2039265
1072,1520,1481,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,10903,1000000,691,2039265
1073,1521,1482,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,946,1000000,691,2511282
1074,1522,1483,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,952,1000000,691,2511282
1075,1523,1484,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,948,1000000,691,2511282
1076,1524,1485,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,940,1000000,691,2511282
1077,1525,1486,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,950,1000000,691,2511282
1078,1526,1487,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,944,1000000,691,2511282
1079,1527,1488,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,956,1000000,691,2511282
1080,1528,1489,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,958,1000000,691,2511282
1081,1529,1490,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,942,1000000,691,2511282
1082,1530,1491,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,954,1000000,691,2511282
1083,1531,1492,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,932,1000000,691,2511282
1084,1532,1493,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,938,1000000,691,2511282
1085,1533,1494,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,926,1000000,691,2511282
1086,1534,1495,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,902,1000000,691,2511282
1087,1535,1496,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,918,1000000,691,2511282
1088,1536,1497,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,922,1000000,691,2511282
1089,1537,1498,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,924,1000000,691,2511282
1090,1538,1499,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,912,1000000,691,2511282
1091,1539,1500,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,904,1000000,691,2511282
1092,1540,1501,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,900,1000000,691,2511282
1093,1541,1502,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,920,1000000,691,2511282
1094,1542,1503,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,930,1000000,691,2511282
1095,1543,1504,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,934,1000000,691,2511282
1096,1544,1505,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,910,1000000,691,2511282
1097,1545,1506,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,928,1000000,691,2511282
1098,1546,1507,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,936,1000000,691,2511282
1099,1547,1508,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,914,1000000,691,2511282
1100,1548,1509,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,906,1000000,691,2511282
1101,1549,1510,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,908,1000000,691,2511282
1102,1550,1511,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,916,1000000,691,2511282
1103,1551,1512,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,7537,1000000,691,3771431
1104,1552,1513,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,11043,1000000,691,2511282
1105,1553,1514,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,11041,1000000,691,2511282
1106,1554,1515,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OL,129,100000,691,3771431
1107,1555,1516,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OL,124,100000,691,3771431
1108,1556,1517,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OL,160,100000,691,3771431
1109,1558,1518,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OL,119,100000,691,3771431
1110,1559,1519,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OL,142,100000,691,3771431
1111,1560,1520,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OL,138,100000,691,3771431
1112,1561,1521,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OL,156,100000,691,3771431
1113,1562,1522,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OL,140,100000,691,3771431
1114,1563,1523,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OL,145,100000,691,3771431
1115,1564,1524,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OL,102,100000,691,3771431
1116,1565,1525,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OL,1998,100000,691,2039265
1117,1566,1526,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OL,1045,100000,691,2039265
1118,1567,1527,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OL,1999,100000,691,2039265
1119,1568,1528,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OL,1044,100000,691,2039265
1120,1569,1529,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OL,1047,100000,691,2039265
1121,1570,1530,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OL,1043,100000,691,2039265
1122,1571,1531,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OL,1991,100000,691,2039265
1123,1572,1532,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OL,1046,100000,691,2039265
1124,1573,1533,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OL,2000,100000,691,2039265
1125,1574,1534,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OL,1037,100000,691,2039265
1126,1575,1535,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OL,3087,100000,691,2039265
1127,1576,1536,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OL,3086,100000,691,2039265
1128,1577,1537,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OL,3095,100000,691,2039265
1129,1578,1538,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OL,3089,100000,691,2039265
1130,1579,1539,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OL,3096,100000,691,2039265
1131,1580,1540,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OL,3088,100000,691,2039265
1132,1581,1541,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OL,3100,100000,691,2039265
1133,1582,1542,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OL,3074,100000,691,2039265
1134,1583,1543,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OL,3091,100000,691,2039265
1135,1584,1544,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OL,3092,100000,691,2039265
1136,1585,1545,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OL,3098,100000,691,2039265
1137,1586,1546,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OL,3072,100000,691,2039265
1138,1587,1547,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OL,3116,100000,691,2039265
1139,1588,1548,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OL,3115,100000,691,2039265
1140,1589,1549,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OL,3114,100000,691,2039265
1141,1590,1550,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OL,3112,100000,691,2039265
1142,1591,1551,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OL,3099,100000,691,2039265
1143,1592,1552,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OL,3111,100000,691,2039265
1144,1593,1553,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OL,3113,100000,691,2039265
1145,1594,1554,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OL,3093,100000,691,2039265
1146,1596,1555,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OL,3090,100000,691,2039265
1147,1597,1556,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OL,3094,100000,691,2039265
1148,1598,1557,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OL,3118,100000,691,2039265
1149,1599,1558,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OL,3119,100000,691,2039265
1150,1600,1559,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OL,3117,100000,691,2039265
1151,1601,1560,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OL,3120,100000,691,2039265
1152,1602,1561,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OL,3104,100000,691,2039265
1153,1603,1562,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OL,3109,100000,691,2039265
1154,1604,1563,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OL,3107,100000,691,2039265
1155,1605,1564,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OL,3110,100000,691,2039265
1156,1606,1565,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OL,3108,100000,691,2039265
1157,1607,1566,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OL,3121,100000,691,2039265
1158,1608,1567,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OL,3138,100000,691,2039265
1159,1609,1568,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OL,3136,100000,691,2039265
1160,1610,1569,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OL,3137,100000,691,2039265
1161,1611,1570,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OL,3135,100000,691,2039265
1162,1612,1571,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OL,3134,100000,691,2039265
1163,1613,1572,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OL,3133,100000,691,2039265
1164,1614,1573,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OL,3131,100000,691,2039265
1165,1615,1574,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OL,3132,100000,691,2039265
1166,1616,1575,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OL,8006,100000,691,3771431
1167,1617,1576,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OL,8004,100000,691,3771431
1168,1618,1577,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OL,8002,100000,691,3771431
1169,1619,1578,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OL,8012,100000,691,3771431
1170,1620,1579,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OL,8008,100000,691,3771431
1171,1621,1580,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OL,8016,100000,691,3771431
1172,1622,1581,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OL,8010,100000,691,3771431
1173,1623,1582,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OL,8014,100000,691,3771431
1174,1624,1583,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OL,3123,100000,691,2039265
1175,1625,1584,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OL,3126,100000,691,2039265
1176,1626,1585,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OL,3124,100000,691,2039265
1177,1627,1586,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OL,3125,100000,691,2039265
1178,1628,1587,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OL,3122,100000,691,2039265
1179,1629,1588,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OL,17302,100000,691,3627829
1180,1630,1589,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OL,17308,100000,691,3627829
1181,1631,1590,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OL,17310,100000,691,3627829
1182,1632,1591,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OL,17304,100000,691,3627829
1183,1634,1592,18/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OL,17306,100000,691,3627829
1184,1800,1754,20/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,6673,10000000,691,2039265
1185,1801,1755,20/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,6681,10000000,691,2039265
1186,1802,1756,20/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,6657,10000000,691,2039265
1187,1803,1757,20/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,6667,10000000,691,2039265
1188,1804,1758,20/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,6675,10000000,691,2039265
1189,1805,1759,20/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,6663,10000000,691,2039265
1190,1806,1760,20/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,6649,10000000,691,2039265
1191,1807,1761,20/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,6647,10000000,691,2039265
1192,1808,1762,20/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,6665,10000000,691,2039265
1193,1809,1763,20/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,6651,10000000,691,2039265
1194,1810,1764,20/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,6659,10000000,691,2039265
1195,1811,1765,20/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,6661,10000000,691,2039265
1196,1812,1766,20/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,6645,10000000,691,2039265
1197,1813,1767,20/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,6653,10000000,691,2039265
1198,1814,1768,20/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,6679,10000000,691,2039265
1199,1815,1769,20/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,6643,10000000,691,2039265
1200,1816,1770,20/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,6655,10000000,691,2039265
1201,1817,1771,20/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,6671,10000000,691,2039265
1202,1818,1772,20/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,6669,10000000,691,2039265
1203,1819,1773,20/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,6677,10000000,691,2039265
1204,1820,1774,20/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,6650,10000000,691,2039265
