,Unnamed: 0,Sr No.,"Date ofEncashment",Name of the Political Party,"Account no. ofPolitical Party",Prefix,"BondNumber",Denominations,"Pay BranchCode",Pay Teller
0,61,61,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,4274,10000000,691,3627829
1,62,62,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,4276,10000000,691,3627829
2,63,63,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5827,10000000,691,3627829
3,64,64,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5847,10000000,691,3627829
4,65,65,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,4303,10000000,691,3627829
5,66,66,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,4301,10000000,691,3627829
6,67,67,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5831,10000000,691,3627829
7,68,68,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,4321,10000000,691,3627829
8,69,69,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5861,10000000,691,3627829
9,70,70,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,4325,10000000,691,3627829
10,71,71,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5843,10000000,691,3627829
11,72,72,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5837,10000000,691,3627829
12,73,73,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5817,10000000,691,3627829
13,74,74,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,4319,10000000,691,3627829
14,76,75,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,4293,10000000,691,3627829
15,77,76,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,4305,10000000,691,3627829
16,78,77,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5801,10000000,691,3627829
17,79,78,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5825,10000000,691,3627829
18,80,79,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,4313,10000000,691,3627829
19,81,80,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5805,10000000,691,3627829
20,82,81,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5829,10000000,691,3627829
21,83,82,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5821,10000000,691,3627829
22,84,83,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5839,10000000,691,3627829
23,85,84,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5841,10000000,691,3627829
24,86,85,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5813,10000000,691,3627829
25,87,86,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5833,10000000,691,3627829
26,88,87,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,4327,10000000,691,3627829
27,89,88,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,4311,10000000,691,3627829
28,90,89,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,4347,10000000,691,3627829
29,91,90,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,4317,10000000,691,3627829
30,92,91,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5809,10000000,691,3627829
31,93,92,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5855,10000000,691,3627829
32,94,93,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,4333,10000000,691,3627829
33,95,94,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,4335,10000000,691,3627829
34,96,95,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,4337,10000000,691,3627829
35,97,96,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,4343,10000000,691,3627829
36,98,97,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,4295,10000000,691,3627829
37,99,98,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,4331,10000000,691,3627829
38,100,99,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5819,10000000,691,3627829
39,101,100,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5853,10000000,691,3627829
40,102,101,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5857,10000000,691,3627829
41,103,102,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,4349,10000000,691,3627829
42,104,103,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5803,10000000,691,3627829
43,105,104,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5849,10000000,691,3627829
44,106,105,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,4299,10000000,691,3627829
45,107,106,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,4329,10000000,691,3627829
46,108,107,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,4315,10000000,691,3627829
47,109,108,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,4339,10000000,691,3627829
48,110,109,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5835,10000000,691,3627829
49,111,110,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5807,10000000,691,3627829
50,112,111,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5811,10000000,691,3627829
51,114,112,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,4309,10000000,691,3627829
52,115,113,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,4341,10000000,691,3627829
53,116,114,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5815,10000000,691,3627829
54,117,115,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,4345,10000000,691,3627829
55,118,116,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5851,10000000,691,3627829
56,119,117,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,4297,10000000,691,3627829
57,120,118,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5845,10000000,691,3627829
58,121,119,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,4307,10000000,691,3627829
59,122,120,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,4323,10000000,691,3627829
60,123,121,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5859,10000000,691,3627829
61,124,122,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5823,10000000,691,3627829
62,125,123,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5856,10000000,691,3627829
63,126,124,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5868,10000000,691,3627829
64,127,125,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5870,10000000,691,3627829
65,128,126,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5846,10000000,691,3627829
66,129,127,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5866,10000000,691,3627829
67,130,128,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5848,10000000,691,3627829
68,131,129,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5852,10000000,691,3627829
69,132,130,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5874,10000000,691,3627829
70,133,131,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5872,10000000,691,3627829
71,134,132,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5850,10000000,691,3627829
72,135,133,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5858,10000000,691,3627829
73,136,134,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5864,10000000,691,3627829
74,137,135,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5862,10000000,691,3627829
75,138,136,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5860,10000000,691,3627829
76,139,137,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5854,10000000,691,3627829
77,140,138,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5818,10000000,691,3627829
78,141,139,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5840,10000000,691,3627829
79,142,140,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5844,10000000,691,3627829
80,143,141,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5836,10000000,691,3627829
81,144,142,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5820,10000000,691,3627829
82,145,143,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5828,10000000,691,3627829
83,146,144,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5832,10000000,691,3627829
84,147,145,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5842,10000000,691,3627829
85,148,146,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5830,10000000,691,3627829
86,149,147,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5834,10000000,691,3627829
87,150,148,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5824,10000000,691,3627829
88,152,149,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5822,10000000,691,3627829
89,153,150,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5826,10000000,691,3627829
90,154,151,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5838,10000000,691,3627829
91,155,152,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5802,10000000,691,3627829
92,156,153,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,4342,10000000,691,3627829
93,157,154,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,4334,10000000,691,3627829
94,158,155,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5804,10000000,691,3627829
95,159,156,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,4340,10000000,691,3627829
96,160,157,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,4348,10000000,691,3627829
97,161,158,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,4346,10000000,691,3627829
98,162,159,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,4330,10000000,691,3627829
99,163,160,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,4344,10000000,691,3627829
100,164,161,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,4338,10000000,691,3627829
101,165,162,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,4332,10000000,691,3627829
102,166,163,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,4336,10000000,691,3627829
103,167,164,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5806,10000000,691,3627829
104,168,165,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,4350,10000000,691,3627829
105,169,166,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,6603,10000000,691,3627829
106,170,167,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5886,10000000,691,3627829
107,171,168,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5896,10000000,691,3627829
108,172,169,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5890,10000000,691,3627829
109,173,170,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5888,10000000,691,3627829
110,174,171,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,6609,10000000,691,3627829
111,175,172,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5882,10000000,691,3627829
112,176,173,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,6607,10000000,691,3627829
113,177,174,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,6611,10000000,691,3627829
114,178,175,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5892,10000000,691,3627829
115,179,176,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5894,10000000,691,3627829
116,180,177,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,6605,10000000,691,3627829
117,181,178,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5885,10000000,691,3627829
118,182,179,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5871,10000000,691,3300196
119,183,180,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5875,10000000,691,3627829
120,184,181,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5873,10000000,691,3627829
121,185,182,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,2588,10000000,691,3300196
122,186,183,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,2793,10000000,691,3300196
123,187,184,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,2810,10000000,691,3300196
124,188,185,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,4488,10000000,691,3300196
125,190,186,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5148,10000000,691,3300196
126,191,187,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,4432,10000000,691,3300196
127,192,188,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5173,10000000,691,3300196
128,193,189,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5107,10000000,691,3300196
129,194,190,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5101,10000000,691,3300196
130,195,191,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5211,10000000,691,3300196
131,196,192,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5102,10000000,691,3300196
132,197,193,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5130,10000000,691,3300196
133,198,194,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5149,10000000,691,3300196
134,199,195,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5216,10000000,691,3300196
135,200,196,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5213,10000000,691,3300196
136,201,197,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5151,10000000,691,3300196
137,202,198,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5215,10000000,691,3300196
138,203,199,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5214,10000000,691,3300196
139,204,200,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5103,10000000,691,3300196
140,205,201,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5128,10000000,691,3300196
141,206,202,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5105,10000000,691,3300196
142,207,203,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5212,10000000,691,3300196
143,208,204,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5126,10000000,691,3300196
144,209,205,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5150,10000000,691,3300196
145,210,206,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5142,10000000,691,3300196
146,211,207,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5127,10000000,691,3300196
147,212,208,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5144,10000000,691,3300196
148,213,209,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5106,10000000,691,3300196
149,214,210,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5123,10000000,691,3300196
150,215,211,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5146,10000000,691,3300196
151,216,212,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5147,10000000,691,3300196
152,217,213,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5108,10000000,691,3300196
153,218,214,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5124,10000000,691,3300196
154,219,215,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5121,10000000,691,3300196
155,220,216,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5143,10000000,691,3300196
156,221,217,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5145,10000000,691,3300196
157,222,218,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5109,10000000,691,3300196
158,223,219,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5129,10000000,691,3300196
159,224,220,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5104,10000000,691,3300196
160,225,221,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5192,10000000,691,3627829
161,226,222,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,4433,10000000,691,3300196
162,228,223,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5110,10000000,691,3300196
163,229,224,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5122,10000000,691,3300196
164,230,225,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5125,10000000,691,3300196
165,231,226,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,740,10000000,691,3300196
166,232,227,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,742,10000000,691,3300196
167,233,228,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,744,10000000,691,3300196
168,234,229,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,6217,10000000,691,3300196
169,235,230,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,6221,10000000,691,3300196
170,236,231,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,6233,10000000,691,3300196
171,237,232,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,6241,10000000,691,3300196
172,238,233,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,6247,10000000,691,3300196
173,239,234,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,6214,10000000,691,3300196
174,240,235,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,6238,10000000,691,3300196
175,241,236,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,4592,10000000,691,3300196
176,242,237,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,6203,10000000,691,3300196
177,243,238,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,6231,10000000,691,3300196
178,244,239,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,6227,10000000,691,3300196
179,245,240,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,4574,10000000,691,3300196
180,246,241,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,6207,10000000,691,3300196
181,247,242,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,6211,10000000,691,3300196
182,248,243,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,6243,10000000,691,3300196
183,249,244,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,6225,10000000,691,3300196
184,250,245,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,6245,10000000,691,3300196
185,251,246,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,6230,10000000,691,3300196
186,252,247,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,6204,10000000,691,3300196
187,253,248,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,4582,10000000,691,3300196
188,254,249,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,4584,10000000,691,3300196
189,255,250,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,6222,10000000,691,3300196
190,256,251,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,6232,10000000,691,3300196
191,257,252,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,6246,10000000,691,3300196
192,258,253,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,6248,10000000,691,3300196
193,259,254,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,6206,10000000,691,3300196
194,260,255,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,6210,10000000,691,3300196
195,261,256,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,6228,10000000,691,3300196
196,262,257,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,6242,10000000,691,3300196
197,263,258,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,6215,10000000,691,3300196
198,264,259,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,6216,10000000,691,3300196
199,266,260,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,6236,10000000,691,3300196
200,267,261,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,6202,10000000,691,3300196
201,268,262,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,6249,10000000,691,3300196
202,269,263,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,6218,10000000,691,3300196
203,270,264,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,6224,10000000,691,3300196
204,271,265,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,4585,10000000,691,3300196
205,272,266,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,6229,10000000,691,3300196
206,273,267,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,4575,10000000,691,3300196
207,274,268,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,6223,10000000,691,3300196
208,275,269,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,6250,10000000,691,3300196
209,276,270,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,4594,10000000,691,3300196
210,277,271,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,6201,10000000,691,3300196
211,278,272,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,6205,10000000,691,3300196
212,279,273,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,6208,10000000,691,3300196
213,280,274,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,4561,10000000,691,3300196
214,281,275,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,4595,10000000,691,3300196
215,282,276,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,6220,10000000,691,3300196
216,283,277,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,4583,10000000,691,3300196
217,284,278,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,6212,10000000,691,3300196
218,285,279,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,6219,10000000,691,3300196
219,286,280,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,6239,10000000,691,3300196
220,287,281,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,6234,10000000,691,3300196
221,288,282,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,6235,10000000,691,3300196
222,289,283,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,6244,10000000,691,3300196
223,290,284,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,4593,10000000,691,3300196
224,291,285,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,6237,10000000,691,3300196
225,292,286,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,6209,10000000,691,3300196
226,293,287,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5708,10000000,691,3300196
227,294,288,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5712,10000000,691,3300196
228,295,289,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5717,10000000,691,3300196
229,296,290,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5720,10000000,691,3300196
230,297,291,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5704,10000000,691,3300196
231,298,292,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5722,10000000,691,3300196
232,299,293,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,6832,1000000,691,3300196
233,300,294,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,6838,1000000,691,3300196
234,301,295,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,6840,1000000,691,3300196
235,302,296,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,6836,1000000,691,3300196
236,304,297,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,6834,1000000,691,3300196
237,305,298,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,12449,1000000,691,3627829
238,306,299,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,12415,1000000,691,3627829
239,307,300,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,12469,1000000,691,3627829
240,308,301,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,12435,1000000,691,3627829
241,309,302,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,12473,1000000,691,3627829
242,310,303,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,12403,1000000,691,3627829
243,311,304,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,12413,1000000,691,3627829
244,312,305,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,12417,1000000,691,3627829
245,313,306,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,12465,1000000,691,3627829
246,314,307,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,12409,1000000,691,3627829
247,315,308,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,12433,1000000,691,3627829
248,316,309,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,12445,1000000,691,3627829
249,317,310,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,12459,1000000,691,3627829
250,318,311,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,12425,1000000,691,3627829
251,319,312,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,12437,1000000,691,3627829
252,320,313,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,12471,1000000,691,3627829
253,321,314,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,12405,1000000,691,3627829
254,322,315,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,12411,1000000,691,3627829
255,323,316,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,12439,1000000,691,3627829
256,324,317,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,12447,1000000,691,3627829
257,325,318,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,12455,1000000,691,3627829
258,326,319,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,12429,1000000,691,3627829
259,327,320,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,12431,1000000,691,3627829
260,328,321,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,12461,1000000,691,3627829
261,329,322,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,12441,1000000,691,3627829
262,330,323,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,12463,1000000,691,3627829
263,331,324,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,12467,1000000,691,3627829
264,332,325,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,12453,1000000,691,3627829
265,333,326,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,12475,1000000,691,3627829
266,334,327,12/Apr/2019,BHARATIYA JANATA PARTY,*******8244,TL,12407,1000000,691,3627829
